hh_id,state,region,district,response_code,multiplier
76051202,28,284,2810,2,1369.03
76051203,28,284,2810,2,1369.03
76051204,28,284,2810,2,1369.03
76061102,28,283,2805,1,1386.975
76061103,28,283,2805,1,1386.975
76061104,28,283,2805,1,1386.975
76061201,28,283,2805,2,1840.41
76061202,28,283,2805,2,1840.41
76061203,28,283,2805,1,1840.41
76061204,28,283,2805,1,1840.41
76071101,28,284,2809,1,1568.335
76071102,28,284,2809,1,1568.335
76071201,28,284,2809,2,2764.19
76071202,28,284,2809,1,2764.19
76071203,28,284,2809,1,2764.19
76071204,28,284,2809,2,2764.19
76071301,28,284,2809,1,313.665
76071302,28,284,2809,1,313.665
76081201,28,283,2807,1,831.73
76081202,28,283,2807,1,831.73
76081203,28,283,2807,1,831.73
76081204,28,283,2807,1,831.73
76081205,28,283,2807,1,831.73
76081206,28,283,2807,1,831.73
76081301,28,283,2807,1,2465.125
76081302,28,283,2807,1,2465.125
76091101,28,284,2810,1,3543.375
76091102,28,284,2810,1,3543.375
76091201,28,284,2810,1,2899.125
76091202,28,284,2810,1,2899.125
76091203,28,284,2810,1,2899.125
76091204,28,284,2810,1,2899.125
76091301,28,284,2810,1,697.94
76091302,28,284,2810,1,697.94
76101101,28,281,2813,2,9192.75
76101201,28,281,2813,2,2856.0
76101202,28,281,2813,2,2856.0
76101301,28,281,2813,1,178.5
76102101,28,281,2813,1,21598.5
76102201,28,281,2813,2,2945.25
76102202,28,281,2813,2,2945.25
76102301,28,281,2813,1,178.5
76111101,28,281,2814,1,979.0
76111102,28,281,2814,1,979.0
76111201,28,281,2814,2,5206.5
76111202,28,281,2814,2,5206.5
76111203,28,281,2814,2,5206.5
76111204,28,281,2814,2,5206.5
76111301,28,281,2814,1,89.0
76111302,28,281,2814,1,89.0
76121101,28,281,2813,1,2409.75
76121102,28,281,2813,2,2409.75
76121103,28,281,2813,1,2409.75
76121104,28,281,2813,1,2409.75
76121201,28,281,2813,1,3168.375
76121202,28,281,2813,1,3168.375
76121203,28,281,2813,1,3168.375
76121204,28,281,2813,1,3168.375
76131101,28,281,2814,1,1223.75
76131102,28,281,2814,1,1223.75
76131103,28,281,2814,1,1223.75
76131104,28,281,2814,1,1223.75
76131201,28,281,2814,1,1001.25
76131202,28,281,2814,1,1001.25
76131203,28,281,2814,1,1001.25
76131204,28,281,2814,1,1001.25
76141101,28,281,2813,1,743.75
76141102,28,281,2813,1,743.75
76141103,28,281,2813,1,743.75
76141201,28,281,2813,1,2231.25
76141202,28,281,2813,1,2231.25
76141203,28,281,2813,1,2231.25
76141204,28,281,2813,1,2231.25
76141301,28,281,2813,1,89.25
76151101,28,281,2814,1,4383.25
76151102,28,281,2814,1,4383.25
76151103,28,281,2814,1,4383.25
76151104,28,281,2814,1,4383.25
76151201,28,281,2814,1,2425.25
76151202,28,281,2814,1,2425.25
76151203,28,281,2814,1,2425.25
76151204,28,281,2814,1,2425.25
76161101,28,281,2815,1,1466.04
76161102,28,281,2815,1,1466.04
76161201,28,281,2815,1,6810.0
76161202,28,281,2815,1,6810.0
76161203,28,281,2815,1,6810.0
76161204,28,281,2815,1,6810.0
76161301,28,281,2815,1,567.5
76161302,28,281,2815,1,567.5
76171101,28,281,2814,1,534.0
76171102,28,281,2814,1,534.0
76171201,28,281,2814,1,3048.25
76171202,28,281,2814,1,3048.25
76171203,28,281,2814,1,3048.25
76171204,28,281,2814,1,3048.25
76171301,28,281,2814,1,445.0
76171302,28,281,2814,1,445.0
76181101,28,281,2813,1,2171.75
76181102,28,281,2813,1,2171.75
76181103,28,281,2813,1,2171.75
76181201,28,281,2813,1,2833.69
76181202,28,281,2813,1,2833.69
76181203,28,281,2813,1,2833.69
76181204,28,281,2813,1,2833.69
76181301,28,281,2813,1,89.25
76191101,28,281,2814,1,467.25
76191102,28,281,2814,1,467.25
76191103,28,281,2814,1,467.25
76191104,28,281,2814,1,467.25
76191201,28,281,2814,1,2558.75
76191202,28,281,2814,1,2558.75
76191203,28,281,2814,1,2558.75
76191204,28,281,2814,2,2558.75
76201101,28,283,2805,1,120.025
76201102,28,283,2805,1,120.025
76201103,28,283,2805,1,120.025
76201104,28,283,2805,1,120.025
76201201,28,283,2805,1,900.2
76201202,28,283,2805,1,900.2
76201203,28,283,2805,1,900.2
76201204,28,283,2805,1,900.2
76211101,28,283,2805,1,420.095
76211102,28,283,2805,1,420.095
76211103,28,283,2805,1,420.095
76211104,28,283,2805,1,420.095
76211202,28,283,2805,1,533.45
76211203,28,283,2805,1,533.45
76211204,28,283,2805,1,533.45
76221101,28,283,2805,1,780.175
76221102,28,283,2805,1,780.175
76221103,28,283,2805,1,780.175
76221104,28,283,2805,1,780.175
76221201,28,283,2805,1,1306.96
76221202,28,283,2805,1,1306.96
76221203,28,283,2805,1,1306.96
76231201,28,283,2805,1,840.19
76231202,28,283,2805,1,840.19
76231203,28,283,2805,1,840.19
76231204,28,283,2805,1,840.19
76231205,28,283,2805,1,840.19
76231206,28,283,2805,1,840.19
76231207,28,283,2805,1,840.19
76231208,28,283,2805,1,840.19
76241101,28,283,2805,3,1080.24
76241102,28,283,2805,3,1080.24
76241103,28,283,2805,1,1080.24
76241104,28,283,2805,1,1080.24
76241201,28,283,2805,1,660.145
76241202,28,283,2805,1,660.145
76241203,28,283,2805,3,660.145
76241204,28,283,2805,3,660.145
76251101,28,283,2805,1,1380.31
76251102,28,283,2805,3,1380.31
76251103,28,283,2805,1,1380.31
76251104,28,283,2805,1,1380.31
76251201,28,283,2805,3,1220.27
76251202,28,283,2805,1,1220.27
76251203,28,283,2805,3,1220.27
76251204,28,283,2805,1,1220.27
76261101,28,283,2805,1,3660.815
76261102,28,283,2805,2,3660.815
76261103,28,283,2805,1,3660.815
76261104,28,283,2805,1,3660.815
76261201,28,283,2805,1,3200.715
76261202,28,283,2805,1,3200.715
76261203,28,283,2805,1,3200.715
76261204,28,283,2805,1,3200.715
76271101,28,283,2805,2,3220.72
76271102,28,283,2805,1,3220.72
76271103,28,283,2805,2,3220.72
76271104,28,283,2805,2,3220.72
76271201,28,283,2805,2,613.47
76271202,28,283,2805,2,613.47
76271204,28,283,2805,1,613.47
76281101,28,283,2805,3,820.185
76281102,28,283,2805,1,820.185
76281103,28,283,2805,1,820.185
76281104,28,283,2805,1,820.185
76281201,28,283,2805,3,940.21
76281202,28,283,2805,1,940.21
76281203,28,283,2805,2,940.21
76281204,28,283,2805,1,940.21
76291201,28,283,2805,1,760.17
76291202,28,283,2805,1,760.17
76291203,28,283,2805,1,760.17
76291204,28,283,2805,1,760.17
76291205,28,283,2805,1,760.17
76291206,28,283,2805,1,760.17
76291207,28,283,2805,1,760.17
76291208,28,283,2805,1,760.17
76301101,28,282,2816,1,3813.1
76301102,28,282,2816,1,3813.1
76301201,28,282,2816,1,2747.675
76301202,28,282,2816,1,2747.675
76301203,28,282,2816,1,2747.675
76301204,28,282,2816,1,2747.675
76301301,28,282,2816,1,224.3
76301302,28,282,2816,1,224.3
76311101,28,282,2816,1,504.675
76311102,28,282,2816,1,504.675
76311201,28,282,2816,1,2102.81
76311202,28,282,2816,1,2102.81
76311203,28,282,2816,1,2102.81
76311204,28,282,2816,1,2102.81
76311301,28,282,2816,1,560.75
76311302,28,282,2816,1,560.75
76321101,28,282,2816,1,112.15
76321201,28,282,2816,1,2915.9
76321202,28,282,2816,1,2915.9
76321203,28,282,2816,1,2915.9
76321204,28,282,2816,1,2915.9
76321205,28,282,2816,1,2915.9
76321301,28,282,2816,1,1850.475
76321302,28,282,2816,1,1850.475
76331101,28,282,2816,1,10429.95
76331102,28,282,2816,1,10429.95
76331201,28,282,2816,1,1149.535
76331202,28,282,2816,1,1149.535
76331203,28,282,2816,1,1149.535
76331204,28,282,2816,1,1149.535
76331301,28,282,2816,1,448.6
76331302,28,282,2816,1,448.6
76341101,28,281,2815,1,94.585
76341201,28,281,2815,1,2515.915
76341202,28,281,2815,1,2515.915
76341203,28,281,2815,1,2515.915
76341204,28,281,2815,1,2515.915
76341205,28,281,2815,1,2515.915
76341301,28,281,2815,1,94.585
76341302,28,281,2815,1,94.585
76351101,28,281,2811,1,61.095
76351102,28,281,2811,3,61.095
76351103,28,281,2811,1,61.095
76351104,28,281,2811,1,61.095
76351201,28,281,2811,1,2639.25
76351202,28,281,2811,2,2639.25
76351203,28,281,2811,2,2639.25
76351204,28,281,2811,1,2639.25
76361101,28,281,2812,1,413.75
76361102,28,281,2812,1,413.75
76361201,28,281,2812,1,1406.75
76361202,28,281,2812,1,1406.75
76361203,28,281,2812,1,1406.75
76361204,28,281,2812,1,1406.75
76361301,28,281,2812,1,82.75
76361302,28,281,2812,1,82.75
76371101,28,282,2816,1,448.6
76371102,28,282,2816,1,448.6
76371103,28,282,2816,1,448.6
76371104,28,282,2816,1,448.6
76371201,28,282,2816,1,3616.835
76371202,28,282,2816,1,3616.835
76371203,28,282,2816,1,3616.835
76371204,28,282,2816,1,3616.835
76381101,28,281,2815,1,756.665
76381102,28,281,2815,1,756.665
76381201,28,281,2815,1,3688.75
76381202,28,281,2815,1,3688.75
76381203,28,281,2815,1,3688.75
76381204,28,281,2815,1,3688.75
76381301,28,281,2815,1,993.125
76381302,28,281,2815,1,993.125
76391101,28,281,2811,1,1246.31
76391102,28,281,2811,1,1246.31
76391103,28,281,2811,2,1246.31
76391104,28,281,2811,1,1246.31
76391201,28,281,2811,1,6329.31
76391202,28,281,2811,1,6329.31
76391203,28,281,2811,1,6329.31
76391204,28,281,2811,1,6329.31
76401201,28,283,2802,1,1181.045
76401202,28,283,2802,1,1181.045
76401203,28,283,2802,1,1181.045
76401204,28,283,2802,1,1181.045
76401205,28,283,2802,1,1181.045
76401206,28,283,2802,1,1181.045
76401207,28,283,2802,1,1181.045
76401208,28,283,2802,1,1181.045
76411101,28,284,2803,1,77.585
76411201,28,284,2803,1,2296.465
76411202,28,284,2803,2,2296.465
76411203,28,284,2803,2,2296.465
76411204,28,284,2803,1,2296.465
76411205,28,284,2803,3,2296.465
76411301,28,284,2803,2,698.25
76411302,28,284,2803,2,698.25
76421201,28,283,2802,1,1487.58
76421202,28,283,2802,1,1487.58
76421203,28,283,2802,1,1487.58
76421204,28,283,2802,1,1487.58
76421205,28,283,2802,1,1487.58
76421206,28,283,2802,1,1487.58
76421207,28,283,2802,1,1487.58
76421208,28,283,2802,1,1487.58
76431101,28,284,2803,1,737.04
76431102,28,284,2803,1,737.04
76431201,28,284,2803,1,989.19
76431202,28,284,2803,1,989.19
76431203,28,284,2803,1,989.19
76431204,28,284,2803,1,989.19
76431301,28,284,2803,1,271.54
76431302,28,284,2803,1,271.54
76441201,28,283,2801,1,1137.395
76441202,28,283,2801,1,1137.395
76441203,28,283,2801,1,1137.395
76441204,28,283,2801,2,1137.395
76441205,28,283,2801,2,1137.395
76441206,28,283,2801,2,1137.395
76441207,28,283,2801,2,1137.395
76441208,28,283,2801,1,1137.395
76451201,28,283,2804,1,1293.03
76451202,28,283,2804,1,1293.03
76451203,28,283,2804,1,1293.03
76451204,28,283,2804,1,1293.03
76451205,28,283,2804,1,1293.03
76451206,28,283,2804,1,1293.03
76451207,28,283,2804,1,1293.03
76451208,28,283,2804,1,1293.03
76461101,28,283,2805,1,1351.5
76461102,28,283,2805,1,1351.5
76461103,28,283,2805,1,1351.5
76461104,28,283,2805,1,1351.5
76461201,28,283,2805,1,841.5
76461202,28,283,2805,1,841.5
76461203,28,283,2805,1,841.5
76461204,28,283,2805,1,841.5
76471101,28,284,2803,1,2172.335
76471102,28,284,2803,1,2172.335
76471201,28,284,2803,1,2172.335
76471202,28,284,2803,1,2172.335
76472101,28,284,2803,1,5586.0
76472102,28,284,2803,1,5586.0
76472201,28,284,2803,1,2094.75
76472202,28,284,2803,1,2094.75
76481201,28,283,2801,1,1528.96
76481202,28,283,2801,1,1528.96
76481203,28,283,2801,1,1528.96
76481204,28,283,2801,1,1528.96
76481205,28,283,2801,1,1528.96
76481206,28,283,2801,1,1528.96
76481301,28,283,2801,2,74.585
76481302,28,283,2801,2,74.585
76491101,28,283,2804,1,385.5
76491102,28,283,2804,1,385.5
76491103,28,283,2804,1,385.5
76491104,28,283,2804,1,385.5
76491201,28,283,2804,1,514.0
76491202,28,283,2804,1,514.0
76491203,28,283,2804,1,514.0
76491204,28,283,2804,1,514.0
76501101,28,281,2814,1,734.25
76501102,28,281,2814,1,734.25
76501103,28,281,2814,1,734.25
76501104,28,281,2814,1,734.25
76501201,28,281,2814,1,912.25
76501202,28,281,2814,1,912.25
76501203,28,281,2814,1,912.25
76501204,28,281,2814,1,912.25
76511101,28,281,2815,1,2648.335
76511102,28,281,2815,1,2648.335
76511201,28,281,2815,1,8488.855
76511202,28,281,2815,1,8488.855
76511203,28,281,2815,1,8488.855
76511204,28,281,2815,1,8488.855
76511301,28,281,2815,2,662.085
76511302,28,281,2815,1,662.085
76521101,28,281,2815,1,425.625
76521102,28,281,2815,1,425.625
76521201,28,281,2815,1,1584.27
76521202,28,281,2815,1,1584.27
76521203,28,281,2815,1,1584.27
76521204,28,281,2815,1,1584.27
76521301,28,281,2815,1,189.165
76521302,28,281,2815,1,189.165
76531101,28,282,2816,1,6028.06
76531102,28,282,2816,1,6028.06
76531103,28,282,2816,1,6028.06
76531104,28,282,2816,1,6028.06
76531201,28,282,2816,1,2495.335
76531202,28,282,2816,1,2495.335
76531203,28,282,2816,1,2495.335
76531204,28,282,2816,1,2495.335
76541101,28,281,2814,1,178.0
76541102,28,281,2814,1,178.0
76541201,28,281,2814,1,2291.75
76541202,28,281,2814,1,2291.75
76541203,28,281,2814,1,2291.75
76541204,28,281,2814,1,2291.75
76541301,28,281,2814,1,400.5
76541302,28,281,2814,1,400.5
76551101,28,282,2816,1,1401.875
76551102,28,282,2816,1,1401.875
76551201,28,282,2816,1,3448.615
76551202,28,282,2816,1,3448.615
76551203,28,282,2816,1,3448.615
76551204,28,282,2816,1,3448.615
76551301,28,282,2816,1,841.125
76551302,28,282,2816,1,841.125
76561101,28,282,2816,1,224.3
76561102,28,282,2816,1,224.3
76561103,28,282,2816,1,224.3
76561104,28,282,2816,2,224.3
76561201,28,282,2816,2,6336.475
76561202,28,282,2816,2,6336.475
76561203,28,282,2816,1,6336.475
76561204,28,282,2816,2,6336.475
76571101,28,281,2815,1,1513.335
76571102,28,281,2815,1,1513.335
76571103,28,281,2815,1,1513.335
76571104,28,281,2815,1,1513.335
76571201,28,281,2815,1,2482.81
76571202,28,281,2815,1,2482.81
76571203,28,281,2815,1,2482.81
76571204,28,281,2815,1,2482.81
76581101,28,281,2814,1,979.0
76581102,28,281,2814,1,979.0
76581201,28,281,2814,1,1668.75
76581202,28,281,2814,1,1668.75
76581203,28,281,2814,1,1668.75
76581204,28,281,2814,1,1668.75
76581301,28,281,2814,2,133.5
76581302,28,281,2814,1,133.5
76591101,28,282,2816,1,3056.085
76591102,28,282,2816,1,3056.085
76591103,28,282,2816,1,3056.085
76591104,28,282,2816,1,3056.085
76591201,28,282,2816,2,1457.95
76591202,28,282,2816,1,1457.95
76591203,28,282,2816,1,1457.95
76591204,28,282,2816,1,1457.95
76601101,28,281,2811,1,48.875
76601102,28,281,2811,1,48.875
76601201,28,281,2811,1,1698.405
76601202,28,281,2811,2,1698.405
76601203,28,281,2811,1,1698.405
76601204,28,281,2811,1,1698.405
76601301,28,281,2811,1,48.875
76601302,28,281,2811,1,48.875
76611101,28,281,2813,1,2610.56
76611102,28,281,2813,1,2610.56
76611103,28,281,2813,1,2610.56
76611104,28,281,2813,1,2610.56
76611201,28,281,2813,1,2878.31
76611202,28,281,2813,1,2878.31
76611203,28,281,2813,1,2878.31
76611204,28,281,2813,1,2878.31
76621101,28,281,2812,1,289.625
76621102,28,281,2812,1,289.625
76621201,28,281,2812,1,3537.56
76621202,28,281,2812,1,3537.56
76621203,28,281,2812,1,3537.56
76621204,28,281,2812,1,3537.56
76621301,28,281,2812,1,124.125
76621302,28,281,2812,1,124.125
76631101,28,281,2813,1,535.5
76631102,28,281,2813,1,535.5
76631103,28,281,2813,1,535.5
76631104,28,281,2813,1,535.5
76631201,28,281,2813,1,1829.625
76631202,28,281,2813,1,1829.625
76631203,28,281,2813,1,1829.625
76631204,28,281,2813,1,1829.625
76641101,28,282,2816,1,1233.65
76641102,28,282,2816,1,1233.65
76641103,28,282,2816,1,1233.65
76641104,28,282,2816,1,1233.65
76641201,28,282,2816,1,2719.635
76641202,28,282,2816,1,2719.635
76641203,28,282,2816,2,2719.635
76641204,28,282,2816,1,2719.635
76651101,28,281,2813,1,847.875
76651102,28,281,2813,1,847.875
76651201,28,281,2813,1,4618.69
76651202,28,281,2813,1,4618.69
76651203,28,281,2813,1,4618.69
76651204,28,281,2813,1,4618.69
76651301,28,281,2813,1,89.25
76651302,28,281,2813,1,89.25
76661101,28,281,2813,1,178.5
76661102,28,281,2813,1,178.5
76661201,28,281,2813,1,4596.375
76661202,28,281,2813,1,4596.375
76662101,28,281,2813,1,1160.25
76662102,28,281,2813,1,1160.25
76662201,28,281,2813,1,7943.25
76662202,28,281,2813,1,7943.25
76671101,28,281,2812,1,744.75
76671102,28,281,2812,1,744.75
76671201,28,281,2812,2,3930.625
76671202,28,281,2812,2,3930.625
76671203,28,281,2812,2,3930.625
76671204,28,281,2812,1,3930.625
76671301,28,281,2812,2,703.375
76671302,28,281,2812,2,703.375
76681101,28,281,2811,1,179.21
76681102,28,281,2811,2,179.21
76681103,28,281,2811,2,179.21
76681201,28,281,2811,1,2162.72
76681202,28,281,2811,1,2162.72
76681203,28,281,2811,1,2162.72
76681204,28,281,2811,1,2162.72
76681301,28,281,2811,1,48.875
76691101,28,281,2813,1,13119.75
76691102,28,281,2813,1,13119.75
76691103,28,281,2813,1,13119.75
76692201,28,281,2813,1,6479.55
76692202,28,281,2813,1,6479.55
76692203,28,281,2813,1,6479.55
76692204,28,281,2813,1,6479.55
76692205,28,281,2813,1,6479.55
76701101,28,283,2805,1,1380.31
76701102,28,283,2805,1,1380.31
76701103,28,283,2805,1,1380.31
76701104,28,283,2805,1,1380.31
76701201,28,283,2805,1,720.16
76701202,28,283,2805,1,720.16
76701203,28,283,2805,1,720.16
76701204,28,283,2805,1,720.16
76711101,28,281,2812,1,4965.0
76711102,28,281,2812,1,4965.0
76711201,28,281,2812,1,1179.19
76711202,28,281,2812,1,1179.19
76711203,28,281,2812,1,1179.19
76711204,28,281,2812,1,1179.19
76711301,28,281,2812,1,331.0
76711302,28,281,2812,1,331.0
76721101,28,281,2811,1,183.28
76721102,28,281,2811,1,183.28
76721103,28,281,2811,1,183.28
76721104,28,281,2811,2,183.28
76721201,28,281,2811,1,1344.06
76721202,28,281,2811,1,1344.06
76721203,28,281,2811,2,1344.06
76721204,28,281,2811,1,1344.06
76731201,28,281,2812,2,1586.04
76731202,28,281,2812,2,1586.04
76731203,28,281,2812,1,1586.04
76731204,28,281,2812,2,1586.04
76731205,28,281,2812,2,1586.04
76731206,28,281,2812,2,1586.04
76731301,28,281,2812,2,537.875
76731302,28,281,2812,2,537.875
76741101,28,283,2805,2,5601.25
76741102,28,283,2805,1,5601.25
76741201,28,283,2805,1,2920.65
76741202,28,283,2805,1,2920.65
76742101,28,283,2805,1,4400.98
76742102,28,283,2805,1,4400.98
76742201,28,283,2805,1,5441.215
76742202,28,283,2805,1,5441.215
76751101,28,281,2813,1,2677.5
76751102,28,281,2813,1,2677.5
76751103,28,281,2813,1,2677.5
76751201,28,281,2813,1,2811.375
76751202,28,281,2813,1,2811.375
76751203,28,281,2813,1,2811.375
76751204,28,281,2813,1,2811.375
76751301,28,281,2813,1,89.25
76761101,28,281,2813,1,2008.125
76761102,28,281,2813,1,2008.125
76761201,28,281,2813,1,1383.375
76761202,28,281,2813,1,1383.375
76761203,28,281,2813,1,1383.375
76761204,28,281,2813,1,1383.375
76761301,28,281,2813,1,89.25
76761302,28,281,2813,1,89.25
76771101,28,281,2811,1,2517.06
76771102,28,281,2811,1,2517.06
76771201,28,281,2811,1,1612.875
76771202,28,281,2811,1,1612.875
76771203,28,281,2811,1,1612.875
76771204,28,281,2811,1,1612.875
76771301,28,281,2811,1,48.875
76771302,28,281,2811,1,48.875
76781101,28,283,2805,3,1740.39
76781102,28,283,2805,1,1740.39
76781103,28,283,2805,3,1740.39
76781104,28,283,2805,3,1740.39
76781201,28,283,2805,1,640.145
76781202,28,283,2805,1,640.145
76781203,28,283,2805,1,640.145
76781204,28,283,2805,3,640.145
76791101,28,281,2813,1,401.625
76791102,28,281,2813,1,401.625
76791201,28,281,2813,2,3882.375
76791202,28,281,2813,2,3882.375
76791203,28,281,2813,1,3882.375
76791204,28,281,2813,1,3882.375
76791301,28,281,2813,1,133.875
76791302,28,281,2813,1,133.875
76801101,28,283,2806,2,921.96
76801102,28,283,2806,1,921.96
76801201,28,283,2806,1,7068.345
76801202,28,283,2806,1,7068.345
76802101,28,283,2806,1,1580.5
76802102,28,283,2806,2,1580.5
76802201,28,283,2806,1,13258.64
76802202,28,283,2806,1,13258.64
76811101,28,283,2806,1,1492.695
76811102,28,283,2806,1,1492.695
76811103,28,283,2806,2,1492.695
76811104,28,283,2806,2,1492.695
76811201,28,283,2806,2,3226.855
76811202,28,283,2806,1,3226.855
76811203,28,283,2806,1,3226.855
76811204,28,283,2806,1,3226.855
76821101,28,283,2806,1,87.805
76821102,28,283,2806,1,87.805
76821103,28,283,2806,2,87.805
76821104,28,283,2806,2,87.805
76821201,28,283,2806,1,87.805
76821202,28,283,2806,1,87.805
76821203,28,283,2806,1,87.805
76821204,28,283,2806,1,87.805
76831101,28,283,2806,1,2019.53
76831102,28,283,2806,1,2019.53
76831103,28,283,2806,1,2019.53
76831104,28,283,2806,1,2019.53
76831201,28,283,2806,1,702.445
76831202,28,283,2806,1,702.445
76831203,28,283,2806,1,702.445
76831204,28,283,2806,1,702.445
76841101,28,283,2805,1,382.5
76841102,28,283,2805,1,382.5
76841103,28,283,2805,2,382.5
76841104,28,283,2805,1,382.5
76841201,28,283,2805,2,722.5
76841202,28,283,2805,1,722.5
76841203,28,283,2805,2,722.5
76841204,28,283,2805,2,722.5
76851101,28,283,2806,2,834.155
76851102,28,283,2806,1,834.155
76851103,28,283,2806,2,834.155
76851104,28,283,2806,1,834.155
76851201,28,283,2806,2,482.93
76851202,28,283,2806,2,482.93
76851203,28,283,2806,1,482.93
76851204,28,283,2806,2,482.93
76861101,28,283,2806,1,380.49
76861102,28,283,2806,1,380.49
76861104,28,283,2806,1,380.49
76861201,28,283,2806,1,3643.93
76861202,28,283,2806,1,3643.93
76861203,28,283,2806,1,3643.93
76861204,28,283,2806,1,3643.93
76871101,28,283,2806,1,1580.5
76871102,28,283,2806,1,1580.5
76871201,28,283,2806,2,6190.29
76871202,28,283,2806,1,6190.29
76872101,28,283,2806,1,1712.21
76872102,28,283,2806,1,1712.21
76872201,28,283,2806,1,18175.75
76872202,28,283,2806,1,18175.75
76881101,28,283,2806,1,4917.11
76881201,28,283,2806,1,3117.095
76881202,28,283,2806,1,3117.095
76882101,28,283,2806,1,702.445
76882201,28,283,2806,1,9570.805
76882202,28,283,2806,1,9570.805
76891101,28,283,2806,1,1382.94
76891102,28,283,2806,1,1382.94
76891103,28,283,2806,1,1382.94
76891104,28,283,2806,1,1382.94
76891201,28,283,2806,1,2656.12
76891202,28,283,2806,2,2656.12
76891203,28,283,2806,1,2656.12
76891204,28,283,2806,1,2656.12
76901101,28,281,2813,1,312.375
76901102,28,281,2813,1,312.375
76901103,28,281,2813,1,312.375
76901104,28,281,2813,1,312.375
76901201,28,281,2813,1,3235.31
76901202,28,281,2813,1,3235.31
76901203,28,281,2813,1,3235.31
76901204,28,281,2813,1,3235.31
76911101,28,281,2813,1,10598.44
76911102,28,281,2813,1,10598.44
76911103,28,281,2813,1,10598.44
76911104,28,281,2813,1,10598.44
76911105,28,281,2813,1,10598.44
76911106,28,281,2813,1,10598.44
76911107,28,281,2813,1,10598.44
76911108,28,281,2813,1,10598.44
76921201,28,281,2813,1,1372.22
76921202,28,281,2813,1,1372.22
76921203,28,281,2813,1,1372.22
76921204,28,281,2813,1,1372.22
76921205,28,281,2813,1,1372.22
76921206,28,281,2813,1,1372.22
76921207,28,281,2813,1,1372.22
76921208,28,281,2813,1,1372.22
76931201,28,281,2813,1,2067.625
76931202,28,281,2813,2,2067.625
76931203,28,281,2813,2,2067.625
76931204,28,281,2813,2,2067.625
76931205,28,281,2813,2,2067.625
76931206,28,281,2813,1,2067.625
76931301,28,281,2813,2,223.125
76931302,28,281,2813,2,223.125
76941201,28,281,2812,2,2151.5
76941202,28,281,2812,1,2151.5
76941203,28,281,2812,2,2151.5
76941204,28,281,2812,1,2151.5
76941205,28,281,2812,1,2151.5
76941206,28,281,2812,1,2151.5
76941301,28,281,2812,1,620.625
76941302,28,281,2812,2,620.625
76951201,28,281,2814,1,1097.665
76951202,28,281,2814,1,1097.665
76951203,28,281,2814,1,1097.665
76951204,28,281,2814,1,1097.665
76951205,28,281,2814,1,1097.665
76951206,28,281,2814,1,1097.665
76951301,28,281,2814,1,1112.5
76951302,28,281,2814,1,1112.5
76961101,28,281,2814,1,445.0
76961102,28,281,2814,1,445.0
76961201,28,281,2814,1,3070.5
76961202,28,281,2814,1,3070.5
76961203,28,281,2814,1,3070.5
76961204,28,281,2814,1,3070.5
76961301,28,281,2814,1,222.5
76961302,28,281,2814,1,222.5
76971101,28,281,2813,1,3726.19
76971102,28,281,2813,1,3726.19
76971103,28,281,2813,1,3726.19
76971104,28,281,2813,1,3726.19
76971201,28,281,2813,1,647.06
76971202,28,281,2813,1,647.06
76971203,28,281,2813,1,647.06
76971204,28,281,2813,1,647.06
76981101,28,281,2813,1,7006.125
76981102,28,281,2813,1,7006.125
76981103,28,281,2813,1,7006.125
76981104,28,281,2813,2,7006.125
76981201,28,281,2813,1,1383.375
76981202,28,281,2813,2,1383.375
76981203,28,281,2813,2,1383.375
76981204,28,281,2813,1,1383.375
76991101,28,281,2813,1,357.0
76991201,28,281,2813,2,4774.875
76991202,28,281,2813,1,4774.875
76991301,28,281,2813,1,446.25
76992101,28,281,2813,1,1071.0
76992201,28,281,2813,1,12718.125
76992202,28,281,2813,1,12718.125
76992301,28,281,2813,2,1338.75
77001101,27,275,2707,1,1205.835
77001102,27,275,2707,1,1205.835
77001201,27,275,2707,1,1869.04
77001202,27,275,2707,1,1869.04
77001203,27,275,2707,1,1869.04
77001204,27,275,2707,1,1869.04
77001301,27,275,2707,1,964.665
77001302,27,275,2707,1,964.665
77011101,27,275,2708,1,228.71
77011102,27,275,2708,1,228.71
77011103,27,275,2708,1,228.71
77011201,27,275,2708,1,717.31
77011202,27,275,2708,1,717.31
77011203,27,275,2708,1,717.31
77011204,27,275,2708,1,717.31
77011301,27,275,2708,2,62.375
77021101,27,275,2707,1,1326.415
77021102,27,275,2707,1,1326.415
77021201,27,275,2707,1,2532.25
77021202,27,275,2707,1,2532.25
77021203,27,275,2707,1,2532.25
77021204,27,275,2707,1,2532.25
77021301,27,275,2707,1,1085.25
77021302,27,275,2707,1,1085.25
77031101,27,275,2708,1,436.625
77031102,27,275,2708,1,436.625
77031103,27,275,2708,1,436.625
77031104,27,275,2708,1,436.625
77031201,27,275,2708,1,1309.875
77031202,27,275,2708,1,1309.875
77031203,27,275,2708,1,1309.875
77031204,27,275,2708,1,1309.875
77041101,27,275,2705,1,428.31
77041102,27,275,2705,1,428.31
77041201,27,275,2705,1,1040.19
77041202,27,275,2705,1,1040.19
77041203,27,275,2705,1,1040.19
77041204,27,275,2705,1,1040.19
77041301,27,275,2705,1,244.75
77041302,27,275,2705,1,244.75
77051101,27,275,2709,1,4231.5
77051102,27,275,2709,1,4231.5
77051201,27,275,2709,1,651.0
77051202,27,275,2709,1,651.0
